"dataset","type","access","source","provider","experiment","frequency","endpoint","dictionary"
"BCC-CSM2-MR_r1i1p1f1_ssp126_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/BCC-CSM2-MR/ssp126/r1i1p1f1/BCC-CSM2-MR_r1i1p1f1_ssp126_Canarias_day_gn.ncml",""
"BCC-CSM2-MR_r1i1p1f1_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/BCC-CSM2-MR/ssp245/r1i1p1f1/BCC-CSM2-MR_r1i1p1f1_ssp245_Canarias_day_gn.ncml",""
"BCC-CSM2-MR_r1i1p1f1_ssp370_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/BCC-CSM2-MR/ssp370/r1i1p1f1/BCC-CSM2-MR_r1i1p1f1_ssp370_Canarias_day_gn.ncml",""
"BCC-CSM2-MR_r1i1p1f1_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/BCC-CSM2-MR/ssp585/r1i1p1f1/BCC-CSM2-MR_r1i1p1f1_ssp585_Canarias_day_gn.ncml",""
"CESM2-WACCM_r3i1p1f1_historical_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CESM2-WACCM/historical/r3i1p1f1/CESM2-WACCM_r3i1p1f1_historical_Canarias_day_gn.ncml",""
"CESM2-WACCM_r3i1p1f1_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CESM2-WACCM/ssp245/r3i1p1f1/CESM2-WACCM_r3i1p1f1_ssp245_Canarias_day_gn.ncml",""
"CESM2-WACCM_r3i1p1f1_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CESM2-WACCM/ssp585/r3i1p1f1/CESM2-WACCM_r3i1p1f1_ssp585_Canarias_day_gn.ncml",""
"CESM2_r4i1p1f1_historical_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CESM2/historical/r4i1p1f1/CESM2_r4i1p1f1_historical_Canarias_day_gn.ncml",""
"CESM2_r4i1p1f1_ssp126_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CESM2/ssp126/r4i1p1f1/CESM2_r4i1p1f1_ssp126_Canarias_day_gn.ncml",""
"CESM2_r4i1p1f1_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CESM2/ssp245/r4i1p1f1/CESM2_r4i1p1f1_ssp245_Canarias_day_gn.ncml",""
"CESM2_r4i1p1f1_ssp370_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CESM2/ssp370/r4i1p1f1/CESM2_r4i1p1f1_ssp370_Canarias_day_gn.ncml",""
"CESM2_r4i1p1f1_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CESM2/ssp585/r4i1p1f1/CESM2_r4i1p1f1_ssp585_Canarias_day_gn.ncml",""
"CMCC-CM2-SR5_r1i1p1f1_historical_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CMCC-CM2-SR5/historical/r1i1p1f1/CMCC-CM2-SR5_r1i1p1f1_historical_Canarias_day_gn.ncml",""
"CMCC-CM2-SR5_r1i1p1f1_ssp126_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CMCC-CM2-SR5/ssp126/r1i1p1f1/CMCC-CM2-SR5_r1i1p1f1_ssp126_Canarias_day_gn.ncml",""
"CMCC-CM2-SR5_r1i1p1f1_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CMCC-CM2-SR5/ssp245/r1i1p1f1/CMCC-CM2-SR5_r1i1p1f1_ssp245_Canarias_day_gn.ncml",""
"CMCC-CM2-SR5_r1i1p1f1_ssp370_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CMCC-CM2-SR5/ssp370/r1i1p1f1/CMCC-CM2-SR5_r1i1p1f1_ssp370_Canarias_day_gn.ncml",""
"CMCC-CM2-SR5_r1i1p1f1_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CMCC-CM2-SR5/ssp585/r1i1p1f1/CMCC-CM2-SR5_r1i1p1f1_ssp585_Canarias_day_gn.ncml",""
"CMCC-ESM2_r1i1p1f1_historical_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CMCC-ESM2/historical/r1i1p1f1/CMCC-ESM2_r1i1p1f1_historical_Canarias_day_gn.ncml",""
"CMCC-ESM2_r1i1p1f1_ssp126_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CMCC-ESM2/ssp126/r1i1p1f1/CMCC-ESM2_r1i1p1f1_ssp126_Canarias_day_gn.ncml",""
"CMCC-ESM2_r1i1p1f1_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CMCC-ESM2/ssp245/r1i1p1f1/CMCC-ESM2_r1i1p1f1_ssp245_Canarias_day_gn.ncml",""
"CMCC-ESM2_r1i1p1f1_ssp370_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CMCC-ESM2/ssp370/r1i1p1f1/CMCC-ESM2_r1i1p1f1_ssp370_Canarias_day_gn.ncml",""
"CMCC-ESM2_r1i1p1f1_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CMCC-ESM2/ssp585/r1i1p1f1/CMCC-ESM2_r1i1p1f1_ssp585_Canarias_day_gn.ncml",""
"CNRM-CM6-1_r1i1p1f2_historical_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CNRM-CM6-1/historical/r1i1p1f2/CNRM-CM6-1_r1i1p1f2_historical_Canarias_day_gr.ncml",""
"CNRM-CM6-1_r1i1p1f2_ssp126_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CNRM-CM6-1/ssp126/r1i1p1f2/CNRM-CM6-1_r1i1p1f2_ssp126_Canarias_day_gr.ncml",""
"CNRM-CM6-1_r1i1p1f2_ssp245_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CNRM-CM6-1/ssp245/r1i1p1f2/CNRM-CM6-1_r1i1p1f2_ssp245_Canarias_day_gr.ncml",""
"CNRM-CM6-1_r1i1p1f2_ssp370_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CNRM-CM6-1/ssp370/r1i1p1f2/CNRM-CM6-1_r1i1p1f2_ssp370_Canarias_day_gr.ncml",""
"CNRM-CM6-1_r1i1p1f2_ssp585_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CNRM-CM6-1/ssp585/r1i1p1f2/CNRM-CM6-1_r1i1p1f2_ssp585_Canarias_day_gr.ncml",""
"CNRM-ESM2-1_r1i1p1f2_historical_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CNRM-ESM2-1/historical/r1i1p1f2/CNRM-ESM2-1_r1i1p1f2_historical_Canarias_day_gr.ncml",""
"CNRM-ESM2-1_r1i1p1f2_ssp126_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CNRM-ESM2-1/ssp126/r1i1p1f2/CNRM-ESM2-1_r1i1p1f2_ssp126_Canarias_day_gr.ncml",""
"CNRM-ESM2-1_r1i1p1f2_ssp245_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CNRM-ESM2-1/ssp245/r1i1p1f2/CNRM-ESM2-1_r1i1p1f2_ssp245_Canarias_day_gr.ncml",""
"CNRM-ESM2-1_r1i1p1f2_ssp370_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CNRM-ESM2-1/ssp370/r1i1p1f2/CNRM-ESM2-1_r1i1p1f2_ssp370_Canarias_day_gr.ncml",""
"CNRM-ESM2-1_r1i1p1f2_ssp585_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CNRM-ESM2-1/ssp585/r1i1p1f2/CNRM-ESM2-1_r1i1p1f2_ssp585_Canarias_day_gr.ncml",""
"CanESM5_r1i1p1f1_historical_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CanESM5/historical/r1i1p1f1/CanESM5_r1i1p1f1_historical_Canarias_day_gn.ncml",""
"CanESM5_r1i1p1f1_ssp126_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CanESM5/ssp126/r1i1p1f1/CanESM5_r1i1p1f1_ssp126_Canarias_day_gn.ncml",""
"CanESM5_r1i1p1f1_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CanESM5/ssp245/r1i1p1f1/CanESM5_r1i1p1f1_ssp245_Canarias_day_gn.ncml",""
"CanESM5_r1i1p1f1_ssp370_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CanESM5/ssp370/r1i1p1f1/CanESM5_r1i1p1f1_ssp370_Canarias_day_gn.ncml",""
"CanESM5_r1i1p1f1_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/CanESM5/ssp585/r1i1p1f1/CanESM5_r1i1p1f1_ssp585_Canarias_day_gn.ncml",""
"EC-Earth3-Veg-LR_r1i1p1f1_historical_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/EC-Earth3-Veg-LR/historical/r1i1p1f1/EC-Earth3-Veg-LR_r1i1p1f1_historical_Canarias_day_gr.ncml",""
"EC-Earth3-Veg-LR_r1i1p1f1_ssp126_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/EC-Earth3-Veg-LR/ssp126/r1i1p1f1/EC-Earth3-Veg-LR_r1i1p1f1_ssp126_Canarias_day_gr.ncml",""
"EC-Earth3-Veg-LR_r1i1p1f1_ssp245_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/EC-Earth3-Veg-LR/ssp245/r1i1p1f1/EC-Earth3-Veg-LR_r1i1p1f1_ssp245_Canarias_day_gr.ncml",""
"EC-Earth3-Veg-LR_r1i1p1f1_ssp370_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/EC-Earth3-Veg-LR/ssp370/r1i1p1f1/EC-Earth3-Veg-LR_r1i1p1f1_ssp370_Canarias_day_gr.ncml",""
"EC-Earth3-Veg-LR_r1i1p1f1_ssp585_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/EC-Earth3-Veg-LR/ssp585/r1i1p1f1/EC-Earth3-Veg-LR_r1i1p1f1_ssp585_Canarias_day_gr.ncml",""
"EC-Earth3_r1i1p1f1_historical_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/EC-Earth3/historical/r1i1p1f1/EC-Earth3_r1i1p1f1_historical_Canarias_day_gr.ncml",""
"EC-Earth3_r1i1p1f1_ssp126_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/EC-Earth3/ssp126/r1i1p1f1/EC-Earth3_r1i1p1f1_ssp126_Canarias_day_gr.ncml",""
"EC-Earth3_r1i1p1f1_ssp245_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/EC-Earth3/ssp245/r1i1p1f1/EC-Earth3_r1i1p1f1_ssp245_Canarias_day_gr.ncml",""
"EC-Earth3_r1i1p1f1_ssp370_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/EC-Earth3/ssp370/r1i1p1f1/EC-Earth3_r1i1p1f1_ssp370_Canarias_day_gr.ncml",""
"EC-Earth3_r1i1p1f1_ssp585_Canarias_day_gr","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/EC-Earth3/ssp585/r1i1p1f1/EC-Earth3_r1i1p1f1_ssp585_Canarias_day_gr.ncml",""
"FGOALS-g3_r3i1p1f1_historical_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/FGOALS-g3/historical/r3i1p1f1/FGOALS-g3_r3i1p1f1_historical_Canarias_day_gn.ncml",""
"FGOALS-g3_r3i1p1f1_ssp126_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/FGOALS-g3/ssp126/r3i1p1f1/FGOALS-g3_r3i1p1f1_ssp126_Canarias_day_gn.ncml",""
"FGOALS-g3_r3i1p1f1_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/FGOALS-g3/ssp245/r3i1p1f1/FGOALS-g3_r3i1p1f1_ssp245_Canarias_day_gn.ncml",""
"FGOALS-g3_r3i1p1f1_ssp370_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/FGOALS-g3/ssp370/r3i1p1f1/FGOALS-g3_r3i1p1f1_ssp370_Canarias_day_gn.ncml",""
"FGOALS-g3_r3i1p1f1_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/FGOALS-g3/ssp585/r3i1p1f1/FGOALS-g3_r3i1p1f1_ssp585_Canarias_day_gn.ncml",""
"GFDL-CM4_r1i1p1f1_historical_Canarias_day_gr2","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GFDL-CM4/historical/r1i1p1f1/GFDL-CM4_r1i1p1f1_historical_Canarias_day_gr2.ncml",""
"GFDL-CM4_r1i1p1f1_ssp245_Canarias_day_gr2","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GFDL-CM4/ssp245/r1i1p1f1/GFDL-CM4_r1i1p1f1_ssp245_Canarias_day_gr2.ncml",""
"GFDL-CM4_r1i1p1f1_ssp585_Canarias_day_gr2","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GFDL-CM4/ssp585/r1i1p1f1/GFDL-CM4_r1i1p1f1_ssp585_Canarias_day_gr2.ncml",""
"GFDL-ESM4_r1i1p1f1_historical_Canarias_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GFDL-ESM4/historical/r1i1p1f1/GFDL-ESM4_r1i1p1f1_historical_Canarias_day_gr1.ncml",""
"GFDL-ESM4_r1i1p1f1_ssp126_Canarias_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GFDL-ESM4/ssp126/r1i1p1f1/GFDL-ESM4_r1i1p1f1_ssp126_Canarias_day_gr1.ncml",""
"GFDL-ESM4_r1i1p1f1_ssp245_Canarias_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GFDL-ESM4/ssp245/r1i1p1f1/GFDL-ESM4_r1i1p1f1_ssp245_Canarias_day_gr1.ncml",""
"GFDL-ESM4_r1i1p1f1_ssp370_Canarias_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GFDL-ESM4/ssp370/r1i1p1f1/GFDL-ESM4_r1i1p1f1_ssp370_Canarias_day_gr1.ncml",""
"GFDL-ESM4_r1i1p1f1_ssp585_Canarias_day_gr1","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GFDL-ESM4/ssp585/r1i1p1f1/GFDL-ESM4_r1i1p1f1_ssp585_Canarias_day_gr1.ncml",""
"GISS-E2-1-G_r1i1p1f2_historical_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GISS-E2-1-G/historical/r1i1p1f2/GISS-E2-1-G_r1i1p1f2_historical_Canarias_day_gn.ncml",""
"GISS-E2-1-G_r1i1p1f2_ssp126_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GISS-E2-1-G/ssp126/r1i1p1f2/GISS-E2-1-G_r1i1p1f2_ssp126_Canarias_day_gn.ncml",""
"GISS-E2-1-G_r1i1p1f2_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GISS-E2-1-G/ssp245/r1i1p1f2/GISS-E2-1-G_r1i1p1f2_ssp245_Canarias_day_gn.ncml",""
"GISS-E2-1-G_r1i1p1f2_ssp370_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp370","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GISS-E2-1-G/ssp370/r1i1p1f2/GISS-E2-1-G_r1i1p1f2_ssp370_Canarias_day_gn.ncml",""
"GISS-E2-1-G_r1i1p1f2_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/GISS-E2-1-G/ssp585/r1i1p1f2/GISS-E2-1-G_r1i1p1f2_ssp585_Canarias_day_gn.ncml",""
"HadGEM3-GC31-LL_r1i1p1f3_historical_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","historical","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/HadGEM3-GC31-LL/historical/r1i1p1f3/HadGEM3-GC31-LL_r1i1p1f3_historical_Canarias_day_gn.ncml",""
"HadGEM3-GC31-LL_r1i1p1f3_ssp126_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp126","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/HadGEM3-GC31-LL/ssp126/r1i1p1f3/HadGEM3-GC31-LL_r1i1p1f3_ssp126_Canarias_day_gn.ncml",""
"HadGEM3-GC31-LL_r1i1p1f3_ssp245_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp245","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/HadGEM3-GC31-LL/ssp245/r1i1p1f3/HadGEM3-GC31-LL_r1i1p1f3_ssp245_Canarias_day_gn.ncml",""
"HadGEM3-GC31-LL_r1i1p1f3_ssp585_Canarias_day_gn","projections","opendap","NEX-GDDP-CMIP6","NCCS","ssp585","day","https://thredds.climate.ifca.es/thredds/dodsC/pti-clima/ncmls/PROJECTIONS/NEX-GDDP-CMIP6/v2/Canarias/day/HadGEM3-GC31-LL/ssp585/r1i1p1f3/HadGEM3-GC31-LL_r1i1p1f3_ssp585_Canarias_day_gn.ncml",""
